strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
ALE5,0.873965182,0.871475128,0.872288444,0.868525792,0.865573156,0.864597793,0.859379298,0.855612451,0.853718612,0.85194076,0.857490822,0.859892176,0.858324839,0.859372033,0.870945489,1.001691072,1.484127445,2.403049175,3.85523294,5.844462504,8.240225959,11.09308815,13.96952419,17.10053045,19.28827936,20.17438624,20.29965177,19.75991192,19.30040167,18.59876524,17.88882199,17.57015364,16.87037037,16.55109869,15.9919984,15.77130066,15.34066146,14.88429642,14.5939236,14.39331851,14.00358866,13.76556061,13.44557264,12.98982826,12.72895829,12.59351588,12.25166252,12.05527144,11.7632565,11.63732344,11.44863653,11.29972249,11.10111795,10.97820258,10.83742496,10.68794059,10.54641286,10.52820508,10.33099524,10.2442523,10.12967904,10.05121643,9.877426487,9.880682719,9.778078365,9.719442777,9.823957109,9.719810738,9.672722352,9.652688513,9.59715797,9.660848186,9.465877958,9.62392225,9.53446353,9.544198115,9.35396114,9.351029313,9.285115134,9.167363142,9.123506898,9.228204412,9.169734827,9.256182718,9.038218647,8.965827824,8.920355433,8.785968699,8.767396361,8.511733702,8.536224658,8.378883837,8.322395489,8.321039664,8.475387058,8.273460739,7.991064865,8.513959349,8.482961356,8.437445838,8.409601699,8.089755492,7.47874859,7.112699007,8.700688828,8.745954825,8.676407839,8.469141554,8.760866537,8.522144877,8.299474363,8.136711773,7.762174108,7.805428776,7.408977382,7.182439901,6.709212241,6.51557156,6.241315498,6.229525126,5.602686727,5.24553393,4.956121172,4.661013264,4.42490014,4.270025282,4.320398414,4.327126132,4.480167933,4.755636481,4.571208611,4.513015921,4.583613891,4.435332317,4.427852794,4.355355296,4.400628082,4.301968158,4.611575341,9.440291294,9.237950422,9.074296968,8.822801695,9.171980017,9.016202257,8.760364621,8.512017713,8.579470914,8.13614889,7.847148477
ALE5,0.841341096,0.840982489,0.844731414,0.847476375,0.844647613,0.847021521,0.845079518,0.843149018,0.843153439,0.844306862,0.841786967,0.845320786,0.842470168,0.84259184,0.847434442,0.900762418,1.162030346,1.746390499,2.736255927,4.043423264,6.109603905,8.834786493,12.01226182,15.63752035,18.87494979,21.65651901,22.6867036,22.58635414,22.04032706,21.35074708,20.79675832,20.04153969,19.5425736,18.89078686,18.2790214,17.89270033,17.30678223,16.87883252,16.4743814,16.10497946,15.81470405,15.47354969,14.96754727,14.59247834,14.40909784,14.16076717,13.99210023,13.77947369,13.54403016,13.39094845,13.19668988,13.01139374,12.76854241,12.64303431,12.52772081,12.40167513,12.24930051,12.14235691,11.99229175,11.90062972,11.99621854,11.92689499,11.60728474,11.63309308,11.56874869,11.5191095,11.70423823,11.61754399,11.4990614,11.49331687,11.45219629,11.52351187,11.38447886,11.62095194,11.57492924,11.72949965,11.53678948,11.98018881,11.98108188,11.9707154,11.88013441,12.03967353,12.10900786,12.16421078,12.04659522,12.14687341,12.29678934,12.29689226,12.33579284,12.12266769,12.42977122,12.48061708,12.4322773,12.56033305,12.66780669,12.5858862,12.53057892,12.53007093,12.81702941,12.75530847,12.71201239,12.56292123,12.44466928,12.57603766,12.28572799,12.38567578,13.04575823,13.0311582,13.07838667,12.89324215,12.96053995,13.11845629,12.92886443,12.85336936,12.74838911,12.68333544,12.52549764,12.64990422,12.68055993,12.31418114,11.92044262,11.43990801,10.85713977,10.26013262,10.18996281,14.58533218,14.62282188,14.63839642,14.68226043,14.91906696,14.90372532,14.74995126,15.10984936,15.1195564,14.99713172,14.89678815,14.82387762,14.89818464,15.1917581,15.11599167,15.00819235,15.09869139,15.20900228,15.23268791,15.3384712,15.8294247,15.8854989,15.86864817,16.01785187,15.95521221
ALE5,0.885974335,0.888407645,0.895403487,0.895935863,0.898348997,0.898419297,0.895073873,0.893822505,0.893470931,0.89491001,0.895799661,0.90530926,0.895940794,0.904594612,0.913396711,0.96105523,1.230094357,1.819944682,2.883722788,4.498540509,6.642362893,9.590967993,13.05737468,16.79535389,20.28361713,22.76568776,23.05564323,22.34291076,21.61036607,20.78190353,20.02767817,18.93769015,18.13213923,17.59030293,16.96260934,16.54942262,16.02194659,15.52700547,15.08623205,14.84177127,14.4828046,14.11655277,13.44153218,13.14670192,13.04284914,12.7427627,12.62970923,12.482873,12.26533576,12.10117223,11.96929346,11.77053812,11.50255736,11.39033955,11.24761218,11.17724788,10.99261158,10.95649787,10.74026082,10.73001598,10.76540166,10.6298051,10.57742361,10.69709893,10.58707849,10.42835856,10.56996145,10.45229841,10.22005911,9.900248901,10.15502307,10.10514221,9.929347812,9.889483913,9.929101102,9.91785637,9.834654245,9.70211334,9.743511235,9.579286781,9.50965594,9.58740466,9.603074965,9.584727354,9.401754312,9.409010107,9.37875296,9.168444559,9.260070259,9.086252704,9.332848515,9.921741786,10.04367435,9.950486921,9.739119409,9.849933374,9.559806353,9.499097336,9.871194648,9.734303833,9.622211579,8.052445084,8.316177734,9.344366092,9.279604474,9.254943193,9.102627822,9.565552486,9.4869147,9.004662415,9.110966675,8.868755061,8.764441175,8.594808881,8.761265631,8.745427562,7.020241669,6.259778684,6.749374571,9.174405046,9.769730107,9.692741124,9.117599602,8.550076608,8.675132955,7.899367932,7.457166412,7.259743409,7.232110682,7.345075115,7.095019693,6.08047128,9.570691879,9.267635506,9.247517906,10.09815435,9.604512434,10.02960181,10.35534001,10.00680134,9.904612613,9.442403395,9.814578435,9.785500085,9.595427067,10.17689579,10.55082272,10.47675561,10.18051423,9.656541184
ALE5,0.916730963,0.920065039,0.921119518,0.921779893,0.923055573,0.921360901,0.924285746,0.925720411,0.927737191,0.923102183,0.925546065,0.924599703,0.920322042,0.924449534,0.928282804,1.037750583,1.335951825,1.931904138,2.760549606,3.865316994,5.411582546,7.29231208,9.711244579,12.29075286,15.24896213,17.24735829,18.29165244,18.44576865,18.86701029,17.76909216,17.30549178,16.66968915,15.28968734,15.34655298,14.55420993,14.20861884,13.9561795,12.9601576,12.77275936,12.73233761,11.56405717,11.10130145,13.37315028,12.92632426,12.89306833,12.63768715,12.41739952,12.22741697,11.98037797,11.77936668,11.70416556,11.49567783,11.22481298,11.10757963,11.06464326,10.94650206,10.6340725,10.5138791,10.38232443,10.37430673,10.383331,10.26706322,10.24110406,10.30448258,10.20889361,9.990438406,10.07968182,9.854498276,9.736387908,9.696021354,9.735238518,9.750114769,9.618710487,9.531072047,9.584640847,9.63273901,9.516129745,9.151801199,9.428485811,8.242230014,8.402179898,9.018534204,9.121975081,9.058609015,8.532265296,7.773533647,7.815362226,7.808256942,9.058032952,9.408321958,9.48995038,9.394556402,9.385898279,9.610338216,9.309338331,9.329050093,9.779821277,9.799699587,9.860191703,9.697553764,9.563276833,9.567568562,9.72532787,9.593042437,9.570783705,9.595582986,9.483466111,9.572605263,9.489109038,9.153762062,9.243142948,9.024502094,8.94927662,8.846031441,8.403894314,7.979273158,7.437945619,6.955715519,7.321894886,7.008339545,6.827181183,6.599741547,6.063329615,5.680639469,5.49792912,5.069905899,4.89948781,4.449124169,4.223296972,5.004276669,5.158967276,5.132577745,6.087308692,5.705706438,5.508149204,5.534259359,5.266446674,5.443811126,5.584477083,5.573125325,5.906864432,6.120996217,6.655394746,6.446007431,9.100563489,9.205987832,12.28601679,12.43801536,12.62195391,12.84084089
ALE5,0.917749112,0.928107332,0.927491821,0.931664299,0.929455599,0.937944329,0.941064398,0.945552158,0.949243799,0.949461077,0.94950328,0.957836671,0.957947283,0.960226519,0.953908908,1.015164613,1.29064886,1.747847636,2.376421525,3.578914672,5.420976882,7.027471141,9.008962311,11.43778279,14.11872877,16.21416456,15.79267918,15.88811319,16.56878617,15.74755642,15.65136051,15.14012168,14.39132712,14.65723986,14.19405355,14.19040289,14.20991283,13.58685659,13.46864233,13.55879509,12.97318078,12.81722039,12.87975552,12.36598089,12.5252336,12.2503011,12.16737526,11.88364753,11.76520989,11.58083544,11.53581362,11.31692012,11.04536156,10.99275631,10.90943115,10.56520357,10.10881482,10.11535808,9.86870157,9.943906713,9.92227751,9.827824801,9.912445041,9.966836532,9.87725957,9.488181716,9.712234672,9.643198165,9.293025793,9.238383807,9.15361829,9.294933096,8.836458994,8.797689779,8.720898886,8.978940617,8.099928709,7.488012051,7.891481213,7.351140488,7.270621421,7.33899636,7.3053574,7.887342533,8.57014327,8.431783912,8.330801745,9.245621727,9.309087357,9.7068312,9.698859092,9.801832276,9.094214473,10.00140893,9.294590642,9.550365719,9.574977186,9.522930375,9.622698274,9.475944193,9.439751114,9.320247424,9.576732701,9.468118225,9.457095484,9.640138191,8.889566035,9.083522424,9.169575265,8.399032978,8.444258217,8.497854353,8.557898754,9.692322015,9.738000214,9.599716408,9.551116572,9.446454512,9.991794556,9.492104044,10.41486333,10.47469446,10.10619569,10.57712951,11.13798485,10.88789179,10.70299735,10.72182235,10.81611257,11.17871826,11.32983549,10.34764368,10.69918513,10.12676533,10.19232057,11.21871217,11.03218401,11.38114243,11.43488362,10.2858995,11.40085489,11.0965402,11.35789777,11.55997379,11.91076873,12.45310905,12.54237711,12.59061348,12.51017644,11.91390406
ALE5,0.886622538,0.888320999,0.887321877,0.889257674,0.886487415,0.892032623,0.892307208,0.895263815,0.893642106,0.893424152,0.894315129,0.891361882,0.894160285,0.894736815,0.896456365,0.955134861,1.279491504,2.059722913,3.479075236,5.590963485,8.023364584,11.01935528,14.50726518,18.35417844,21.40570607,23.75424309,23.79843602,23.15409131,22.58636747,21.81506523,21.53110362,20.70248673,20.03956852,19.43969232,18.89397638,18.40295923,17.83738304,17.39549361,16.99379031,16.63227562,16.23979171,16.02832599,15.49752175,15.11517298,14.89328865,14.64054587,14.41646585,14.20199284,13.8870227,13.74005219,13.57044985,13.35961427,13.15959634,13.0292144,12.91280294,12.76095779,12.62265217,12.53802663,12.29040502,12.23097331,12.168899,12.05007293,11.86412462,11.90927765,11.72665717,11.606186,11.64975223,11.51602464,11.37669871,11.29347808,11.20932805,11.23257877,11.06808969,11.0921893,10.95340458,10.95031852,10.82067381,10.76591346,10.66632922,10.57637775,10.57289168,10.55909188,10.52541227,10.60610147,10.38415968,10.3795807,10.37835179,10.2538771,10.27137639,10.14392315,10.17536497,10.00784546,10.01371279,10.12524905,10.11527423,10.13087869,10.10648413,10.14763815,10.6077687,10.56598919,10.51736849,10.28056274,10.2112238,10.11032136,10.13365292,10.11919969,10.13864031,10.06155247,10.19841,9.992369162,9.959718022,9.818599939,9.83078177,9.624907542,9.146329051,8.952068343,8.680489188,8.23050072,8.070518037,6.84369077,13.4150057,13.41822219,13.19473063,13.65464983,13.61437771,13.49402892,13.40828452,13.47753574,13.50055497,13.43825963,13.89562604,13.72172616,13.72816946,13.70062048,13.77777538,13.89308984,13.8093874,13.97385902,14.0607336,13.95319514,13.86568044,13.77020313,13.84846576,13.89832997,14.52264813,14.61120291,14.72737262,14.68596433,14.63978784,14.46811786
ALE5,0.88972857,0.892901482,0.893572952,0.892715526,0.890359378,0.893790507,0.881334085,0.881766761,0.881466798,0.887666337,0.892619899,0.889318415,0.891876451,0.894268307,0.894688033,0.946638034,1.198659005,1.849767631,3.056244667,4.971853606,7.467438169,10.78515039,14.57920419,18.38103383,20.85482786,22.85492943,23.30007869,22.80451363,22.02826551,21.01248511,20.15451211,19.24226991,18.47001374,17.78858828,17.05368083,16.56307933,15.97409344,15.49825561,15.04875359,14.63374777,14.21045853,13.8767418,13.40080528,12.96538077,12.74551831,12.49171024,12.22264474,11.96860358,11.71741643,11.56036787,11.31215944,11.12948336,10.93371799,10.85454964,10.80107246,10.64257371,10.47449295,10.39148942,10.24458744,10.16249418,10.0913106,9.967496283,9.805063429,9.855632571,9.734082232,9.656810485,9.648585714,9.573855501,9.481026165,9.431640821,9.375550772,9.38002746,9.24007968,9.252858734,9.163717433,9.075287203,9.014332929,8.959809032,8.879717966,8.80543601,8.729316748,8.735457813,8.681346881,8.663141721,8.509292621,8.422113823,8.372947989,8.260743441,8.234788484,8.256057776,8.227009005,8.095224371,7.769517849,7.806975416,7.653915619,7.563755628,7.491656234,7.422099832,7.971860178,7.741974909,7.7022271,7.395481919,7.359324451,7.28050648,7.317875005,8.098759216,7.640804306,8.951649808,8.937716476,8.810367387,8.780098096,8.542314391,9.273339791,9.158168896,9.073761882,9.04362424,8.844536925,8.760353248,8.927284743,8.768490384,9.063942467,8.837209367,8.410191337,8.236808174,8.324391961,7.876714805,8.398004601,8.215717821,8.302564947,8.287807318,8.280098293,7.844294208,7.883314851,7.754968616,11.01121803,11.5318115,11.36798325,11.4807956,11.53233478,11.55023629,11.75683949,11.88561989,11.81711585,11.78621184,12.81343493,12.89759624,13.09536197,12.73049157,12.6623551,12.40337041
ALE5,0.914118611,0.918908733,0.916282978,0.914640746,0.913063804,0.91243636,0.917540823,0.915553879,0.914611378,0.914254296,0.91111686,0.905682791,0.906599437,0.90674073,0.902267429,0.951136623,1.261532164,1.993559257,3.313458123,5.304056499,7.908845699,11.18677501,14.82319135,18.56848273,21.44762604,23.15410066,23.21985743,22.47017184,21.85701469,20.99531629,20.2930132,19.50390536,18.75711357,18.2089249,17.61538,17.27341356,16.72426637,16.24608907,15.84843025,15.56328771,15.21362563,14.86177588,14.45246286,14.04555183,13.88771399,13.61732071,13.37821459,13.1501325,12.8369051,12.64541546,12.42252472,12.24543927,12.05421552,11.8738705,11.81914314,11.67614158,11.52813999,11.42059189,11.20381813,11.16315981,11.08475153,10.9705552,10.82751032,10.82255248,10.6527883,10.5645402,10.58674024,10.54318241,10.38892024,10.35251682,10.23449195,10.28508079,9.980886843,10.00889723,10.02139385,10.013375,9.868156632,9.794756525,9.765369091,9.390645501,9.321476434,9.625715013,9.341119151,9.415629212,9.201029588,9.209661849,9.143843981,9.068646758,9.154947566,9.08244336,9.114503432,8.998674194,9.083172817,9.247668128,9.005740223,8.994098236,8.798191997,8.61544201,9.055441733,8.81119793,8.73554341,8.571189195,9.024594792,8.941909661,8.866605144,8.702476613,8.644800812,8.703970433,8.632272435,9.277820293,9.176608726,8.974807557,8.987408026,8.794041536,8.510660816,7.228855601,10.92013217,10.84778679,11.2490574,11.0912489,11.28455965,11.28163084,11.24564247,11.43765689,11.562394,11.33952476,11.45761837,11.42079301,11.30990574,10.99681191,11.03181441,10.61940627,10.77124791,10.63278172,10.82411741,10.77122845,10.62868532,13.06575511,12.95394323,12.83566728,12.3662338,12.59139004,12.46013479,12.25601885,13.77752881,14.04582787,14.16610611,14.22087615,14.1645915,14.01469924
ALE5,0.908534656,0.909026426,0.907421923,0.902213756,0.898533803,0.899954655,0.89626588,0.895774609,0.896338546,0.891183303,0.898131143,0.896486093,0.900868236,0.902606673,0.906231783,1.048655986,1.622564459,2.761928428,4.564546626,7.051776824,9.886868292,13.04879394,16.38013856,19.24143658,21.20320175,21.98387443,21.45363909,20.6546469,20.17854274,19.34097957,18.85523734,18.22490748,17.48878575,17.16181492,16.64145392,16.30499983,16.0058621,15.47051156,15.23973765,15.07047295,14.58325748,14.37330646,14.09729323,13.72434913,13.64643737,13.45663814,13.28826934,13.0305734,12.82975322,12.71943551,12.69755644,12.54842393,12.3945396,12.39328833,12.33450175,12.31925479,12.14507232,12.13992955,12.01381482,12.02647657,12.0510008,11.94045524,11.92343227,11.98625553,11.9018345,11.77000946,11.8108648,11.93483039,11.82783692,11.79014925,11.69113337,11.73006154,11.58480434,11.62028296,11.51497283,11.50247242,11.39583834,11.42114861,11.35909103,11.32276478,11.27137675,11.3094939,11.33372706,11.39445059,11.27233966,11.28021096,11.24158644,11.19410074,11.20814156,11.09914985,11.13246477,11.01170775,11.11315975,11.18463463,11.10173782,11.01353386,10.90892972,10.89978453,11.2185941,11.11597704,11.12446608,11.03695036,10.97878863,10.87247663,10.80599258,8.035250701,11.18852276,11.20387602,11.18428583,11.12313943,11.13619092,11.08493751,11.13760685,11.07356166,11.20054647,11.42028394,11.62118398,11.41414638,11.56989595,11.28963464,11.09491405,11.07553064,10.5532427,10.34708287,10.44783126,10.13260659,10.38962988,10.3024691,10.24494536,10.22236016,10.71557281,10.06164006,10.08245371,9.831217503,9.603970492,9.587157684,9.013370355,8.965810234,8.937716419,8.985418121,8.812253686,8.282600721,8.212398734,8.225192534,9.319687083,9.859717354,10.40174014,10.49474984,10.94148028,10.61323531
ALE4,0.862882402,0.871062754,0.871941863,0.874062723,0.875970777,0.877213743,0.882710392,0.87796732,0.876431657,0.879527138,0.872892545,0.877060454,0.874392185,0.878610604,0.875488913,0.898644351,1.036957473,1.412075739,2.196261463,3.464818502,5.110755372,7.510886428,10.39557412,13.5046158,16.991906,19.23696551,21.34147681,21.9562813,21.66513787,21.00290217,20.37332027,19.55798727,19.04171169,18.40084064,17.99296537,17.43528393,16.8968936,16.49525874,16.19413509,15.85669748,15.38494576,15.08544042,14.84756807,14.43013891,14.24165888,13.8955922,13.68863077,13.4038711,13.18381484,12.98295358,12.86112366,12.61484641,12.41958654,12.27933109,12.1476034,11.96075146,11.8444521,11.67577658,11.60382586,11.4272189,11.3417931,11.18048343,11.12078993,10.9616005,10.94979536,10.80230218,10.77290692,10.6546503,10.56967795,10.38479044,10.32140364,10.24396908,10.18306912,10.10544659,9.961183075,9.872315556,9.76334735,9.693522981,9.526918217,9.378647092,9.312238296,9.264965849,7.796468887,7.9206793,7.671492607,7.585130021,7.67071374,7.697696187,7.676600919,7.58745579,7.650195151,7.547619759,7.508062539,7.851363407,7.586665099,7.680557906,7.731256504,8.380031686,8.334251948,8.284098979,8.312881876,8.236363588,8.333651588,8.243774402,8.373682377,8.248947125,8.095829002,7.982103462,7.782659919,7.617451128,7.514332627,7.290773254,7.333493099,7.155585869,7.124463491,6.996862696,6.890318835,6.926953687,7.059977151,7.062074898,7.043584567,6.835387407,6.73453968,6.95767403,6.868355887,6.763208748,6.799960133,6.803993093,7.217665344,7.298332456,7.297119625,7.508538756,7.584365394,7.534529135,7.483718121,7.501483784,7.434033193,7.590821506,7.593663907,7.408992627,7.586035342,6.955487617,11.53749775,11.33362589,10.91445113,10.82333761,10.54166695,12.82906008,12.70804287,12.33702971
ALE4,0.937715585,0.9368251,0.94024164,0.941739338,0.939233307,0.939922212,0.941750951,0.94414954,0.944158204,0.941978324,0.935994055,0.94077772,0.937171737,0.942338259,0.946078154,0.981197571,1.143659789,1.524077033,2.304219533,3.514385993,4.967030119,7.060824648,9.53738713,12.17855285,15.15915207,18.00693336,20.43248346,21.76320754,22.12286326,21.31691355,20.49583335,19.47048078,18.93405948,18.28178348,17.75878986,17.16892385,16.71311588,16.21699543,15.88686359,15.48841961,15.01443298,14.68398381,14.13372286,13.62361867,13.37918965,13.0433376,12.7943946,12.47944918,12.26470359,12.07836259,11.97554336,11.68684448,11.53517216,11.39438021,11.2321799,11.03662914,10.93608903,10.70956215,10.61709052,10.45543885,10.381642,10.18696984,10.13275357,9.907804867,9.834766495,9.654386659,9.583358818,9.476973191,9.42016613,9.261060164,9.157252253,9.084871627,8.967391179,8.863356167,8.731647655,8.688747277,8.479548923,8.347875061,8.174598604,7.937712814,7.734900544,7.561403503,7.374620759,7.099023583,6.385333701,9.526663468,9.480745475,9.40610637,9.336863704,9.240681047,9.121790382,9.095623885,8.967416169,8.927538249,8.871208353,8.799744016,8.660462339,8.590698936,8.308309277,8.219494078,7.983976981,7.754306147,7.587774749,7.442142268,7.345924625,6.993433264,6.785794455,6.813672639,6.75994634,6.711707884,6.452079581,6.190277005,6.208936403,6.538418056,6.457672873,6.212017496,6.095899095,6.2171818,6.284029551,6.306851948,6.128021458,5.862452974,5.692412456,6.18301005,6.191305185,6.21596903,6.325492584,6.435260517,6.5745149,6.714884929,6.593312175,6.52859701,6.428753392,6.183301015,5.921774155,5.878806929,5.707622222,5.915109958,6.09303206,5.966711393,6.093638412,5.942792396,6.161603443,6.078698652,6.234604864,5.619886895,5.660555538,6.35299293,6.24496948,6.086809461
ALE4,0.965555813,0.86976201,0.873095319,0.965788589,0.962716562,0.965003617,0.966135983,0.967322386,0.962446047,0.967090683,0.966606406,0.970710115,0.959098571,0.960813408,0.970655694,1.019992663,1.232165271,1.703120859,2.546583916,3.819495532,5.650866289,7.807257034,10.26671747,12.93233354,16.02161401,19.08978145,21.40039315,19.06115976,19.13423711,20.51828471,19.80535204,18.43925509,18.09258699,17.41497987,17.13652237,16.35767292,16.04045868,15.4023665,15.1818547,14.80711743,14.17458021,13.88809015,13.51118458,12.97339919,12.87411406,12.52289216,12.27074961,11.89297275,11.77030054,11.5362821,11.48667518,11.19977101,11.05429509,9.887249756,9.709933881,10.57966341,10.4576585,10.31538302,10.20639129,10.03383685,9.929063616,9.573334996,9.816245122,9.623896044,9.542583581,9.342519409,9.256392781,9.179469946,9.182455885,9.030810151,8.926993899,8.84567483,8.716115335,8.572262099,8.391996274,8.35080702,8.015224695,7.88292583,7.82449732,6.740866174,6.431020464,8.907685172,8.880357053,9.00305139,8.930775334,8.985992031,8.842406378,8.789555789,8.737455825,8.5702818,8.547342349,8.45191697,8.127214114,8.148692853,7.721625979,7.327218051,7.307469236,7.255633515,6.8817227,6.602850452,6.456357878,6.192220704,6.005912546,5.761264732,5.684806961,4.729711376,4.576829738,4.846301199,4.757640869,4.653850241,4.485095645,4.260688201,4.235020753,4.123145215,4.029109881,3.896332714,3.69926057,3.661837995,3.793393121,3.753250416,3.703222584,3.44965355,3.381504123,3.374946033,3.487205948,3.488564207,3.488603796,3.466046397,3.673473743,3.754659869,3.717146511,3.51204768,3.47418581,4.046842206,3.997349208,4.121773667,4.041082765,4.27953552,4.364145419,4.380675795,4.016847413,4.000949617,4.022183531,9.089398603,9.466579826,9.571847788,10.19544326,13.00656853,12.94564248,12.27401612
ALE4,0.970530752,0.961742593,0.960073907,0.962108511,0.957231713,0.955460621,0.956003481,0.958672467,0.958629478,0.964349227,0.955586833,0.965130071,0.958492117,0.955059122,0.962696838,1.02953917,1.213630329,1.615635941,2.103008169,2.728528346,4.22968684,5.005578528,6.065523835,7.400883752,8.945207485,10.84959552,12.67711342,11.74619435,13.45311122,13.60596807,13.37423011,11.70581549,12.22574235,12.18083714,12.71881641,11.84945427,12.426892,11.70119389,11.9857028,12.50228028,11.17784831,11.35840366,11.86274055,11.17425544,11.53530857,11.55796497,11.00025957,10.74368817,10.72771102,10.99192341,10.87716216,10.7150756,10.41736042,10.29884905,10.18145009,10.35811097,10.20217775,10.10006923,9.964206474,9.86652271,9.754432112,9.315651092,9.795271588,9.496552354,9.463532341,9.158177335,9.103586513,9.043823837,9.077313791,8.980950964,8.933445041,8.842044065,8.771491755,8.668139425,8.621670491,8.755606139,8.499142543,8.416958151,8.490642128,8.174143524,7.98303972,8.2482181,8.105555984,8.089051784,7.719685714,7.666791626,7.613544907,7.448236278,7.317619998,7.007441112,6.67413469,6.499404677,6.165742875,6.274382258,5.721476393,5.468774186,5.238792032,5.147337736,4.718193453,4.443182153,4.275346519,3.991257365,3.795144621,3.599440512,3.601644281,3.431046425,3.312438743,3.217897614,3.115730215,3.085009701,3.088184989,2.95382096,2.970635496,2.912268976,2.96346376,2.874445647,2.882787494,2.888866155,3.021321079,3.000420012,3.02734802,2.922145205,2.846097847,3.088409355,3.168515338,3.167232262,3.193346951,3.224799114,3.346739283,3.365818062,3.285243379,3.339297911,3.342656788,3.279264785,3.163437267,3.236238681,2.964516558,3.048200358,3.175209488,3.126976049,7.788083216,7.775911701,7.935769733,7.89128955,8.38171624,8.385609896,9.189584246,10.98832268,11.02628929,10.33153705
ALE4,0.882034648,0.881679326,0.88224491,0.88503448,0.882574658,0.883790784,0.886932478,0.88466256,0.890132246,0.888819847,0.885440137,0.889586964,0.888693414,0.892045072,0.89491742,0.934578813,1.117640742,1.541792772,2.431939975,3.78184199,5.576047394,8.188977424,11.69111151,15.38447879,19.2924845,21.96577536,23.67595524,23.65625547,22.89166068,22.09241622,21.40783034,20.4771271,19.77530361,18.96489362,18.37106141,17.73842897,17.18449023,16.64028005,16.24293911,15.7083635,15.40970586,14.97744797,14.43828645,14.00163367,13.85650363,13.48120712,13.30637245,12.96975838,12.83480149,12.57682616,12.50754356,12.18540078,12.05243698,11.90587812,11.75223596,11.56213093,11.49374662,11.3429897,11.29800363,11.10886381,11.06549628,10.89387586,10.87267152,10.68721373,10.69983181,10.51591625,10.40063859,10.3460348,10.31884406,10.10346586,10.09848902,10.06036865,9.973413639,9.911153327,9.77543622,9.729592978,9.52515167,9.526886422,9.47494885,9.691978302,9.656723446,9.628525052,9.607038534,9.622751165,9.474626129,9.454699557,9.578222701,9.493925905,9.400415018,9.221876556,9.225871373,9.225247833,9.170232439,9.297133641,9.210650105,9.051087363,8.936328325,8.964759192,8.740959449,8.800696028,8.468132838,8.290500808,8.337532355,8.170655325,8.265063251,8.095112638,8.338926742,8.596900862,8.160096441,8.176454134,8.405031649,8.352513556,8.330800028,8.237791208,8.207600693,8.091921977,7.905040222,7.889362943,7.85017076,7.781613425,7.68205807,7.470408265,7.28152506,7.08636605,6.93430975,7.065271388,8.740525703,8.900961856,9.042090196,8.989125723,8.894561828,8.91577814,8.829570053,8.865317322,8.723539586,8.53885167,10.17527643,10.2483465,10.42921244,10.39445624,10.45306438,10.47388941,10.33960152,10.32608725,10.24691607,10.26846094,10.18374174,10.09395808,9.893335131,9.73098721
ALE4,0.915339769,0.916787357,0.91293957,0.916865701,0.915600049,0.912593739,0.920039285,0.920221218,0.916102499,0.918972538,0.918886636,0.923717511,0.921845977,0.925529976,0.924835699,0.957168435,1.13524,1.526758679,2.272714519,3.355777099,4.730284735,6.689916365,9.075893698,11.70849235,14.6758533,17.10204858,19.09333307,19.89005911,19.92900575,19.30765709,18.57746324,17.75462057,17.26363867,16.69723574,16.27101593,15.77100885,15.29609363,14.78487826,14.49519549,14.11601204,13.72796612,13.396805,12.93196373,12.50632929,12.33517551,12.01658901,11.83096679,11.50868722,11.36426094,11.12582824,11.0174979,10.74861958,10.62533236,10.44915121,10.33486405,10.13949157,10.06740828,9.929121721,9.876630798,9.706585128,9.634179032,9.475248666,9.432801878,9.252489864,9.237756967,9.052989008,9.0356856,8.926852161,8.86552945,8.775218283,8.695434132,8.648462343,8.542505674,8.481298277,8.324627096,8.292601638,8.156791609,8.119301356,8.011933546,8.004842359,7.931846746,7.815843529,7.788963045,7.76454337,7.563558661,7.510679693,7.356988404,7.225436544,7.079594875,6.951617926,6.842387141,6.786073239,6.665429706,6.675871398,6.454493251,6.333407739,6.169225635,6.115577862,5.853363496,5.803673449,5.604720027,5.347999392,5.219099864,4.988106946,4.951835594,4.691947687,4.487056152,4.344034119,4.168565501,4.031751081,3.911907674,3.662609315,3.661195677,3.533747998,3.48377612,3.365093215,3.262644546,3.235472236,3.281649849,3.230504046,3.217935729,3.102694398,3.066338796,3.060992785,3.093421826,3.070265177,3.081498379,3.100287827,3.188696631,3.222535635,3.171101714,3.264838651,3.406388541,3.423238839,3.27130653,3.08073691,7.953750262,7.980588355,8.097741129,8.05695801,8.047681662,8.072020029,7.918544572,7.871684378,7.796669806,7.809589967,7.744454649,7.603496783,7.368079974,6.965591162
